appID,name,free_to_play,price,required_age,developers,publishers,genres,release_date
429520,Falcon Gold,False,6.99,0,Spectrum Holobyte,Retroism,Simulation,"8 Jan, 2016"
429530,Falcon 4.0,False,6.99,0,Microprose,Retroism,Simulation,"8 Jan, 2016"
429540,Prime World: Defenders 2,True,0.0,0,Nival,Nival,Free to Play-Massively Multiplayer-Strategy,"29 Nov, 2018"
429570,The Walking Dead: Michonne - A Telltale Miniseries,False,0.0,0,Telltale Games,Telltale Games,Adventure,"23 Feb, 2016"
429580,A Wild Catgirl Appears!,False,2.99,0,NewWestGames,NewWestGames,Adventure,"4 Jan, 2016"
429600,Fairy Tale Mysteries: The Puppet Thief,False,9.99,0,The House of Fables-Gogii Games,Artifex Mundi,Adventure-Casual,"7 Jan, 2016"
429610,The Emerald Maiden: Symphony of Dreams,False,7.99,0,GOGII Games,Artifex Mundi,Adventure-Casual,"18 Feb, 2016"
429620,Dungeon Rushers: Crawler RPG,False,14.99,0,Goblinz Studio,Goblinz Studio-WhisperGames,Indie-RPG-Strategy,"6 Sep, 2016"
429660,Tales of Berseria™,False,49.99,0,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,Action-RPG,"26 Jan, 2017"
429680,Spellweaver,True,0.0,0,Dream Reactor,Dream Reactor,Free to Play-Indie-Massively Multiplayer-Strategy,"1 Feb, 2016"
429690,Astro Duel,False,6.59,0,Rusty Moyher,Wild Rooster,Action-Indie,"22 Feb, 2016"
429700,Squirbs,False,1.99,0,Team Indev,Team Indev,Action-Adventure-Indie,"6 Jan, 2016"
429720,IMSCARED,False,3.99,0,Ivan Zanotti's MyMadnessWorks,Ivan Zanotti's MyMadnessWorks,Adventure-Indie,"3 Feb, 2016"
429780,Bunny Hop League,False,5.99,0,PolyDigital,PolyDigital,Indie-Sports,"27 Apr, 2017"
429790,AdventureQuest 3D,True,0.0,0,"Artix Entertainment, LLC","Artix Entertainment, LLC",Action-Adventure-Free to Play-Indie-Massively Multiplayer-RPG-Early Access,"19 Oct, 2016"
429830,Unseen Diplomacy,False,2.99,0,Triangular Pixels,Triangular Pixels,Action-Indie-Simulation,"4 Apr, 2016"
429940,The Sad Story of Emmeline Burns,True,0.0,0,ebi-hime,ebi-hime,Adventure-Casual-Indie,"5 Jan, 2016"
429950,ABO MANDO,False,0.79,0,UNDEAD,Andrés Calva-Luis Calva,Action-Adventure-Indie,"31 Dec, 2015"
430020,Dance of Death,False,3.99,12,eight game studio,RunServer,Adventure,"21 Dec, 2015"
430070,Never Again,False,7.99,0,Primary Games,Primary Games,Adventure-Indie-Early Access,"31 Aug, 2017"
430080,Elysium: Blood Games,False,1.99,0,SimProse Studios,SimProse Studios,Casual-Indie-Simulation-Sports-Strategy,"5 Jan, 2016"
430100,darkcase : the basement,False,1.59,0,TrerPlay,TrerPlay,Casual-Indie-Simulation-Strategy,"5 Jun, 2018"
430170,Babel: Choice,False,9.99,0,Sogoal,Sogoal,Action-Indie,"12 Feb, 2016"
430190,Wondershot,False,12.99,0,Leikir Studio,Leikir Studio,Indie,"19 Feb, 2016"
430210,Megaton Rainfall,False,15.99,0,"Pentadimensional Games, SL","Pentadimensional Games, SL",Violent-Action-Indie,"17 Nov, 2017"
430230,Grass Max,False,4.99,0,AAAGAMES,AAAGAMES,Action-Indie-Racing,"22 Jun, 2016"
430240,Duplexer,False,2.99,0,Vantage Games,Vantage Games,Indie,"29 Jan, 2016"
430280,Nature Defenders,False,3.99,0,Nordic Mist Games,Nordic Mist Games,Casual-Indie-Strategy,"21 Dec, 2015"
430290,Shmups Skill Test シューティング技能検定,False,4.99,0,TRIANGLE SERVICE,Degica,Action,"9 Jun, 2016"
430300,MINUS ZERO,False,1.99,0,TRIANGLE SERVICE,Degica,Action,"16 Jun, 2016"
430410,Memoranda,False,14.99,0,Bit Byterz,Digital Dragon,Adventure-Indie,"25 Jan, 2017"
